,class
22025,neg
21170,neg
6633,neg
7382,neg
12533,neg
32867,neg
319,pos
17004,neg
22258,neg
26795,neg
24730,neg
28092,neg
775,neg
20540,neg
728,neg
6899,neg
26790,neg
19553,neg
25103,neg
290,pos
1872,neg
17985,neg
22569,neg
33286,neg
26542,neg
16856,neg
20475,neg
9316,neg
11286,neg
29926,neg
33075,neg
26361,neg
27183,neg
35608,neg
4034,neg
28972,neg
16436,neg
16322,neg
24667,neg
17160,neg
27819,neg
34481,neg
4057,neg
30871,neg
13586,neg
6773,neg
24078,neg
11908,neg
1247,neg
15266,neg
18738,neg
7302,neg
11659,neg
30317,neg
14252,neg
5742,neg
19182,neg
24088,neg
22065,neg
12523,neg
5390,neg
7900,neg
6840,neg
22297,neg
7624,neg
1045,neg
11216,neg
35950,neg
11232,neg
8008,neg
14594,neg
353,pos
27742,pos
20246,neg
27061,neg
29374,neg
17289,neg
5043,neg
9598,neg
35660,neg
32006,neg
32759,neg
8323,neg
31960,neg
30574,neg
12322,neg
7616,neg
13267,neg
23449,neg
18237,neg
7102,neg
4266,neg
7679,neg
31744,neg
14909,neg
18156,neg
32929,neg
30711,neg
33060,neg
6273,neg
29909,neg
3892,neg
5146,neg
8415,neg
11748,neg
22838,neg
18554,neg
32740,neg
29186,neg
5794,neg
4436,neg
32268,neg
7069,neg
7295,neg
23360,neg
17954,neg
27871,neg
12188,neg
6007,neg
30232,neg
22683,neg
22045,neg
5059,neg
15311,neg
12083,neg
18622,neg
22121,neg
23471,neg
35928,neg
27312,neg
33728,neg
11960,neg
14654,neg
24519,neg
1533,neg
2968,neg
35761,neg
14154,neg
25092,neg
16870,neg
20245,neg
30219,neg
35100,neg
2125,neg
4810,neg
32385,neg
27416,neg
18421,neg
15447,neg
16579,neg
26854,neg
28982,neg
16384,neg
5634,neg
34701,neg
28496,neg
24817,neg
25059,neg
24882,neg
3299,neg
27793,neg
18389,neg
34530,neg
18680,neg
975,neg
35343,neg
21132,neg
33220,neg
13794,neg
16608,neg
15056,neg
13569,neg
8957,neg
34736,neg
1564,neg
10912,neg
14421,neg
6304,neg
17521,neg
20983,neg
20922,neg
23827,neg
34502,neg
35076,neg
22081,neg
4911,neg
749,neg
17853,neg
33913,neg
20215,neg
14684,neg
712,neg
4512,neg
10285,neg
21391,neg
539,neg
8406,neg
23919,neg
6309,neg
6933,neg
13698,neg
33759,neg
13370,neg
2294,neg
24405,neg
23031,neg
31398,neg
15310,neg
22309,neg
20638,neg
18739,neg
9804,neg
35612,neg
30356,neg
30109,neg
27810,neg
27226,neg
17002,neg
9004,neg
16998,neg
35369,neg
22886,neg
9933,neg
225,pos
26824,neg
14246,neg
19683,neg
31928,neg
7492,neg
10058,neg
14465,neg
10712,neg
21116,neg
22247,neg
20045,neg
11437,neg
15618,neg
36164,neg
9048,neg
10404,neg
18563,neg
20685,neg
30863,neg
3703,neg
34312,neg
923,neg
32725,neg
17932,neg
35220,neg
28747,neg
14753,neg
10170,neg
2537,neg
23577,neg
31418,neg
15270,neg
35791,neg
19333,neg
23528,neg
30737,neg
1634,neg
5231,neg
5112,neg
5752,neg
33231,neg
34054,neg
12549,neg
1578,pos
10764,neg
17703,neg
17938,neg
10069,neg
12903,neg
18664,neg
8726,neg
23640,neg
8864,neg
22038,neg
34781,neg
25931,neg
23511,neg
11535,pos
31935,neg
13124,neg
30543,neg
24498,neg
399,pos
22137,neg
32420,neg
15445,neg
16480,pos
14059,neg
26726,neg
924,neg
33537,neg
15595,neg
3998,neg
17147,neg
7101,pos
10992,neg
16936,neg
13317,neg
5153,neg
29534,neg
18654,neg
17179,neg
2436,neg
1685,neg
21425,neg
25378,neg
27666,neg
5890,neg
7120,neg
7825,neg
15053,neg
27146,neg
34289,pos
33649,neg
9021,neg
30344,neg
33284,neg
2653,neg
36050,neg
14527,neg
4372,neg
29898,neg
17173,neg
22170,neg
13466,neg
20669,neg
20292,neg
11289,neg
2136,neg
3756,neg
20155,neg
4291,neg
29245,neg
25989,neg
35568,neg
10765,neg
20231,neg
25290,neg
9733,neg
19686,neg
26706,neg
31436,neg
19570,neg
10280,neg
2286,neg
20333,neg
23485,neg
26404,neg
26606,neg
1720,neg
34702,neg
5356,neg
27267,neg
12315,neg
19895,neg
5463,neg
8074,neg
7823,neg
33047,neg
33679,neg
17667,neg
5346,neg
23648,neg
14253,neg
7736,neg
11072,neg
1423,neg
8670,neg
31526,neg
20435,neg
32348,neg
19389,neg
7556,neg
22806,neg
15925,neg
1074,neg
20346,neg
31462,neg
9111,neg
8003,neg
22288,neg
32460,neg
15218,neg
10789,neg
33639,neg
21910,neg
34704,neg
863,neg
26219,neg
10480,neg
14714,neg
170,pos
13895,neg
14407,neg
20448,neg
7953,neg
31202,neg
21758,neg
33166,neg
33886,neg
1993,neg
35448,neg
7905,neg
25734,neg
13643,neg
32677,neg
33244,neg
23280,neg
3276,neg
18994,neg
30339,neg
1083,neg
2560,neg
13637,neg
22141,neg
17106,neg
29190,neg
35844,neg
29119,neg
26321,neg
19075,neg
1870,neg
9643,neg
19537,neg
25571,neg
14006,neg
15215,neg
29669,neg
34973,neg
34820,neg
12110,neg
35054,neg
11056,neg
7325,neg
29120,neg
24551,neg
23561,neg
34651,neg
24131,neg
22686,neg
32314,neg
12701,neg
23157,neg
33400,neg
33167,neg
14960,neg
15154,neg
23516,neg
15112,neg
536,neg
15698,neg
1800,neg
31797,neg
6400,neg
30645,neg
12296,neg
28501,neg
13479,neg
5431,neg
33448,neg
27986,neg
20382,neg
7276,neg
26819,neg
26336,neg
21803,neg
1696,neg
32271,neg
4042,neg
33532,neg
16008,neg
17778,neg
32583,neg
24779,neg
17918,neg
12173,neg
3874,neg
13606,neg
14985,neg
27835,neg
15609,neg
24463,neg
28790,neg
27322,neg
3849,neg
15080,neg
20919,neg
16997,neg
991,neg
28592,neg
33376,neg
6799,neg
15333,neg
6527,neg
12304,neg
36128,neg
1765,neg
12600,neg
14452,neg
24288,neg
25659,neg
14835,neg
11295,neg
33962,neg
17887,neg
5690,neg
20255,neg
13053,neg
2594,neg
35113,neg
11257,neg
18298,neg
11393,neg
28526,neg
31738,neg
15193,neg
12388,neg
11039,neg
6796,neg
10701,neg
35238,neg
11895,neg
26845,neg
16132,neg
1388,neg
34337,neg
28920,neg
27672,neg
5480,neg
13886,neg
29727,neg
35234,neg
7748,pos
29148,neg
8812,neg
35447,neg
20247,neg
23456,neg
2818,neg
5566,neg
30676,neg
9515,neg
5920,neg
21323,neg
31400,neg
13907,pos
24374,neg
4563,neg
28828,neg
21050,neg
10184,neg
11600,neg
21313,neg
28063,neg
6996,neg
31321,neg
18685,neg
34036,neg
97,pos
31407,neg
28407,neg
5841,neg
3259,neg
9604,neg
265,pos
25134,neg
13194,neg
35631,neg
30354,neg
21005,neg
22199,neg
2229,neg
7396,neg
16276,neg
5373,neg
23974,neg
35803,neg
24971,neg
27216,neg
3345,neg
9816,neg
12848,neg
34610,neg
13709,neg
10011,neg
12798,neg
28386,neg
12750,neg
9175,neg
12601,neg
7996,neg
22367,neg
26030,neg
25922,neg
24159,neg
26485,neg
20097,pos
16891,neg
7368,neg
7118,neg
33549,neg
28665,neg
35218,neg
16941,neg
16543,neg
19632,neg
32384,neg
25280,neg
28394,neg
11985,neg
27452,neg
16657,neg
10220,neg
25879,neg
14738,neg
24367,neg
4636,neg
11424,neg
6538,neg
2901,neg
2851,neg
8751,neg
2787,neg
11409,neg
33609,neg
32800,neg
23929,neg
2000,neg
35756,neg
25558,neg
18319,neg
6790,neg
28740,neg
25332,neg
22124,neg
34529,neg
27085,neg
1518,neg
16277,neg
32452,neg
3821,neg
11815,neg
28134,neg
22715,neg
3970,neg
8625,neg
31149,neg
9399,neg
28746,neg
21611,neg
534,neg
32210,neg
29452,neg
33,pos
36026,neg
29059,neg
30270,neg
26012,neg
3130,neg
16726,neg
14993,neg
10148,neg
10834,neg
18804,neg
35689,neg
23728,neg
13814,neg
21211,neg
10881,neg
35270,neg
20256,neg
33247,neg
19739,neg
31053,neg
16956,neg
18582,neg
13292,neg
547,pos
24686,neg
14996,neg
30422,neg
16797,neg
29364,neg
22653,neg
10442,neg
4551,neg
14970,neg
5878,neg
21896,neg
322,pos
3881,neg
23590,neg
12022,neg
35493,neg
904,neg
5776,neg
24932,neg
4526,neg
23520,neg
22800,neg
29956,neg
4627,neg
29311,neg
160,pos
26799,neg
3747,neg
1686,neg
29949,neg
1263,neg
2133,neg
13591,neg
23582,neg
17764,neg
23377,neg
32445,neg
4084,neg
18154,neg
4791,neg
24289,neg
30104,neg
24017,neg
1509,neg
4295,neg
20041,neg
1640,neg
7217,neg
8738,neg
34647,neg
22276,neg
25471,neg
11005,neg
32620,neg
9466,neg
12920,neg
26825,neg
31461,neg
9309,neg
26059,neg
28901,neg
27302,neg
9077,neg
2608,neg
8788,neg
23800,neg
35062,neg
19247,neg
24067,neg
9188,neg
3991,neg
31852,neg
19784,neg
24011,neg
7096,neg
3972,neg
1287,neg
143,pos
21246,neg
557,neg
10653,neg
30065,neg
21460,neg
18786,neg
19227,neg
7457,neg
15017,neg
5547,neg
21731,neg
10425,neg
10234,neg
26665,neg
32156,neg
27315,neg
15290,neg
27595,neg
18789,neg
10905,neg
22290,neg
32737,neg
28636,neg
13004,neg
460,neg
12740,neg
20441,neg
13224,neg
31449,pos
11843,neg
28241,neg
24880,neg
20477,neg
14439,neg
18040,neg
14503,neg
28728,neg
24527,neg
12339,neg
30699,neg
3373,neg
15128,pos
12345,neg
24469,neg
25396,neg
14787,neg
23484,neg
6602,neg
17975,neg
12440,neg
1977,neg
29965,neg
31108,neg
16861,neg
19072,neg
27864,neg
29217,neg
31391,neg
28417,neg
34984,neg
3692,neg
3624,neg
3015,pos
34653,neg
17068,neg
34730,neg
20230,neg
17687,neg
33405,neg
13113,neg
959,neg
27115,neg
26411,neg
3815,neg
3536,neg
24969,neg
17256,neg
18503,neg
28615,neg
8850,neg
26520,neg
8092,neg
25282,neg
888,neg
33838,neg
25269,neg
22222,neg
6795,neg
22809,neg
16625,neg
16875,neg
29960,neg
4425,neg
14615,neg
13270,neg
1784,neg
20371,pos
12531,neg
8280,neg
16859,neg
6182,neg
24941,neg
30750,neg
21022,neg
17743,neg
13246,neg
4569,neg
10783,neg
30489,neg
20114,neg
32246,neg
32324,neg
14733,neg
4308,neg
8219,neg
5079,neg
7688,neg
27292,neg
8332,neg
14921,neg
22752,neg
12217,neg
3596,neg
33289,neg
9698,neg
20610,neg
30535,neg
30610,neg
4970,neg
11350,neg
28278,neg
31344,neg
4620,neg
9989,neg
1256,neg
2494,neg
8734,neg
36123,neg
30132,neg
27285,neg
3678,neg
16347,neg
687,neg
7808,neg
29988,neg
16423,neg
5386,neg
14011,neg
5469,neg
33747,neg
32270,neg
19381,neg
30697,neg
29843,neg
26278,neg
2524,neg
12464,neg
24649,neg
26421,neg
24417,neg
3234,neg
13185,neg
26169,neg
34182,neg
34147,neg
6434,neg
13982,neg
27642,neg
19253,neg
33331,pos
16188,neg
7191,neg
18872,neg
15172,neg
9019,neg
12662,neg
14946,neg
29313,neg
18874,neg
33662,neg
11848,neg
27498,neg
1558,neg
10358,neg
22410,neg
34944,neg
6044,neg
7732,neg
25920,neg
30183,neg
24737,neg
29613,neg
34856,neg
2660,neg
4416,neg
24911,neg
11854,neg
16076,neg
7801,neg
31318,neg
6373,neg
13101,neg
21933,neg
26991,neg
28500,neg
15066,neg
13322,neg
8843,neg
33470,neg
13014,neg
21703,neg
26150,neg
14759,pos
12209,neg
12152,neg
22293,neg
25442,neg
18537,neg
21307,neg
32510,neg
33875,neg
32996,neg
16401,neg
20753,neg
34065,neg
29550,neg
17566,neg
24612,neg
1188,neg
29246,neg
2152,neg
36065,neg
14741,neg
21876,neg
6647,neg
35086,neg
18757,neg
2934,neg
24328,neg
8314,neg
32019,neg
12336,neg
34964,neg
26107,neg
30151,neg
15978,neg
6749,neg
11113,neg
15034,neg
35362,neg
24962,neg
18080,neg
9716,neg
2942,neg
6570,neg
2158,neg
15145,neg
12696,neg
29339,neg
15463,neg
31166,neg
21146,neg
6991,neg
4147,neg
16210,neg
4540,neg
626,neg
21348,neg
8016,neg
15003,neg
23321,neg
23932,neg
14499,neg
4051,neg
26602,neg
11990,neg
19066,neg
19020,neg
3810,neg
12789,neg
15836,neg
1488,neg
9401,neg
30745,neg
21306,neg
17280,neg
27567,neg
19588,neg
2669,neg
15183,neg
10860,neg
20959,neg
32579,neg
10400,neg
20405,neg
12860,neg
23206,neg
30618,neg
17753,neg
11520,neg
2809,neg
26342,neg
21956,neg
10785,neg
34240,neg
30046,neg
3828,neg
31330,neg
27540,neg
30553,neg
5837,neg
2407,neg
14680,neg
29742,neg
5930,neg
29033,neg
34205,neg
14712,neg
14878,neg
18577,neg
15932,neg
33612,neg
14913,neg
8073,neg
24743,neg
33848,neg
19643,pos
233,pos
8125,neg
22783,neg
22479,neg
30329,neg
20092,neg
14279,neg
6549,neg
8771,neg
1421,neg
4186,neg
23144,neg
11512,neg
3375,neg
7236,neg
24797,neg
11267,neg
731,neg
9443,neg
19597,neg
24584,pos
18405,neg
13205,neg
8282,neg
6557,pos
12778,neg
36008,neg
24717,neg
13257,neg
18932,neg
679,neg
8494,neg
6272,neg
24274,neg
15438,neg
19226,neg
9982,neg
18392,neg
23253,neg
17221,neg
2843,neg
24448,neg
7258,neg
24004,neg
35223,neg
4048,neg
35416,neg
14908,neg
34467,neg
2546,neg
16332,neg
23796,neg
33153,neg
18626,neg
12431,neg
17105,neg
29706,neg
1566,neg
22527,neg
6573,neg
27850,neg
13740,neg
8193,neg
21539,neg
12222,neg
12684,neg
13984,neg
9013,neg
29161,neg
28374,neg
26567,neg
22846,neg
33504,neg
12216,neg
34435,neg
21609,neg
8011,neg
1719,neg
23458,neg
13514,neg
16604,neg
2842,neg
4679,neg
28857,neg
10863,neg
22365,neg
28315,neg
13938,neg
26770,neg
29491,neg
27048,neg
15637,neg
14602,neg
19809,neg
8328,pos
33771,neg
29623,neg
30135,neg
4577,neg
7369,neg
31312,neg
3456,neg
15159,neg
17449,neg
12736,neg
33086,neg
20867,neg
35026,neg
25730,neg
21823,neg
21130,neg
1435,neg
35469,neg
584,neg
14265,neg
28773,neg
6766,neg
8777,neg
21515,neg
1344,neg
5157,neg
33447,neg
34609,neg
12995,neg
18067,neg
22386,neg
8704,neg
1799,neg
25761,neg
3839,neg
25785,neg
3707,neg
28233,neg
29184,neg
33066,neg
2318,neg
20283,neg
30355,neg
24507,neg
7694,neg
10904,neg
31847,neg
6619,neg
7720,neg
2442,neg
23106,neg
8335,neg
14204,neg
164,pos
6559,neg
22135,neg
6822,neg
18077,neg
5751,neg
35728,neg
28639,neg
21423,neg
2528,neg
1189,neg
12869,neg
5032,neg
25703,neg
33587,neg
27447,neg
28396,neg
1063,neg
7357,neg
23139,neg
20138,neg
25859,neg
35800,neg
13684,neg
3379,neg
25186,neg
14129,neg
22295,neg
15834,neg
18578,neg
30853,neg
20717,neg
2826,neg
1539,neg
23291,neg
6526,neg
1560,neg
24491,neg
14559,neg
23810,neg
18671,neg
10884,neg
29037,neg
28489,neg
18423,neg
19167,neg
34642,neg
12313,neg
5639,neg
21622,neg
33332,neg
31834,neg
29237,neg
3061,neg
22387,neg
19880,neg
20113,neg
32085,neg
2145,neg
28123,neg
6456,neg
11695,neg
17939,neg
23642,neg
31770,neg
3040,neg
25802,neg
12776,neg
10116,neg
22668,neg
9640,neg
9196,neg
7894,neg
26508,neg
19959,neg
2085,neg
33440,neg
16991,neg
19913,neg
25668,neg
1386,neg
30655,neg
28975,neg
15014,neg
31919,neg
642,neg
25038,neg
6654,pos
16039,neg
14351,neg
6114,pos
7197,neg
31831,neg
19651,neg
17025,neg
35783,neg
29260,neg
21794,neg
16118,neg
20437,neg
17222,neg
17463,neg
27492,neg
17814,neg
35143,neg
10801,neg
31445,neg
1184,neg
29608,neg
7310,neg
17421,neg
22764,neg
10793,neg
14819,neg
11896,neg
20856,neg
19265,neg
1746,neg
36081,neg
28420,neg
5978,neg
8491,neg
4111,neg
15389,neg
17582,neg
14478,neg
35445,neg
12884,neg
23918,neg
11618,neg
20592,neg
24379,neg
33538,neg
34766,neg
21962,neg
5516,neg
7967,neg
5957,neg
32086,neg
30268,neg
12428,neg
26239,neg
30105,neg
10461,neg
18044,neg
3745,neg
4103,neg
25778,neg
12560,neg
33463,neg
14498,neg
267,pos
34491,neg
27193,neg
35644,neg
17021,neg
26811,neg
8453,neg
15287,neg
29370,neg
15956,neg
33102,neg
20822,neg
27650,neg
33633,neg
16295,neg
5077,neg
34687,neg
28308,neg
3994,neg
20796,neg
22358,neg
18439,neg
5042,neg
9129,neg
18329,neg
27403,neg
14294,neg
26710,neg
20455,neg
20456,neg
9701,neg
26164,neg
310,pos
20181,neg
33542,neg
10397,neg
34305,neg
28797,neg
3793,neg
5556,neg
28145,neg
8769,neg
11427,neg
26867,neg
20812,neg
264,pos
3520,neg
5067,neg
24904,neg
31425,pos
6475,neg
21907,neg
17422,neg
10080,neg
26207,neg
35330,neg
14713,neg
23836,neg
24726,neg
25428,neg
27042,neg
10210,neg
18863,neg
33595,neg
12715,neg
30050,neg
1523,neg
13869,neg
33468,neg
10094,neg
27592,neg
34654,neg
7928,neg
15362,neg
11852,neg
14076,neg
11898,neg
27554,neg
32469,neg
11070,neg
14262,neg
5225,neg
31820,neg
9873,neg
24694,neg
7606,neg
13357,neg
8888,neg
17271,neg
22005,neg
32888,neg
11194,neg
24927,neg
3062,neg
18404,neg
6659,neg
23457,neg
23732,neg
6450,neg
23149,neg
5314,neg
21883,neg
11173,neg
12590,neg
2370,neg
33446,neg
34119,pos
20562,neg
9035,neg
5961,neg
30025,neg
4296,neg
8221,neg
5596,neg
6958,neg
11000,neg
8698,neg
5992,neg
12449,neg
20710,neg
10810,neg
29376,neg
28367,neg
18675,neg
33395,neg
15945,neg
27201,neg
30759,neg
22976,neg
19585,neg
27479,neg
16481,neg
9244,neg
4999,neg
6860,neg
22862,neg
10522,neg
26289,neg
658,neg
31955,neg
15833,neg
10052,neg
10324,neg
22618,neg
15875,neg
280,pos
19131,neg
8508,neg
13287,neg
25425,neg
21656,neg
2343,neg
25771,neg
12629,neg
21454,neg
15581,neg
750,neg
13906,neg
31350,neg
23049,neg
11565,neg
36186,neg
26879,neg
29146,neg
17621,neg
3221,neg
19504,neg
4819,neg
11465,neg
2405,neg
5880,neg
17031,neg
13977,neg
20414,neg
15793,neg
13553,neg
15923,neg
5850,neg
19060,neg
4820,neg
33527,neg
18807,neg
2469,neg
14962,neg
16912,neg
12526,neg
11646,neg
23180,neg
17379,neg
11153,neg
13023,neg
17275,neg
4115,neg
16611,neg
28667,neg
32024,neg
29309,neg
29724,neg
19139,neg
13383,neg
15774,neg
18302,neg
15407,pos
23775,neg
17446,neg
19958,neg
4912,neg
34195,neg
21474,neg
9678,neg
6426,neg
15619,neg
19323,neg
12089,neg
27785,pos
30493,neg
14225,neg
26684,neg
22624,neg
28090,neg
21065,neg
30930,neg
7685,neg
2881,neg
30432,neg
7495,neg
8749,neg
7089,neg
2916,neg
8351,neg
22000,neg
3750,neg
32281,neg
27565,neg
5991,neg
17617,neg
14430,neg
2784,neg
15038,neg
11342,neg
8996,neg
28912,neg
28768,neg
18126,neg
26236,neg
27383,neg
1354,neg
18684,neg
26921,neg
6636,neg
9799,neg
27699,neg
26863,neg
967,neg
28984,neg
10120,neg
29530,neg
28810,neg
33347,neg
8414,neg
32094,neg
6129,neg
28518,neg
10762,neg
1780,neg
4998,neg
4040,neg
10856,neg
19455,neg
7239,neg
2129,neg
3101,neg
1888,neg
22204,neg
20987,neg
3796,neg
10562,neg
35655,neg
4396,neg
27304,neg
30418,neg
5481,neg
7138,neg
6473,neg
19077,neg
20280,neg
22927,neg
14798,neg
3466,neg
31981,neg
15700,pos
8067,neg
738,neg
24998,neg
19479,neg
14588,neg
14333,neg
27995,neg
16975,neg
30364,neg
21034,neg
6744,neg
8606,neg
6912,neg
34192,neg
33005,neg
27996,neg
9431,neg
17737,neg
15658,neg
26208,neg
35192,pos
25556,neg
18277,neg
14104,pos
29404,neg
7568,neg
33401,neg
26069,neg
26648,neg
29754,neg
31840,neg
4773,neg
28993,neg
28285,neg
36149,neg
6375,neg
459,neg
4350,neg
28175,neg
31669,neg
21289,neg
26531,neg
36133,neg
28406,neg
24959,neg
18780,neg
26327,neg
20217,neg
28201,neg
19445,neg
33548,neg
28805,neg
25100,neg
2446,neg
21394,neg
17263,neg
13659,neg
902,neg
34602,neg
20624,neg
25128,neg
29235,neg
28218,neg
32304,neg
2846,neg
6869,neg
34198,neg
16157,neg
14720,neg
2346,neg
28455,neg
7104,neg
19496,neg
27812,neg
11208,neg
35460,neg
36114,neg
32818,neg
16747,neg
33274,neg
26131,neg
5020,neg
15596,neg
23486,neg
22034,neg
9741,neg
34329,neg
21008,neg
25518,neg
12483,neg
25723,neg
31832,neg
21189,neg
4493,neg
10164,neg
7248,neg
18320,neg
29986,neg
5256,neg
31751,neg
35476,neg
32037,neg
32778,neg
35081,neg
11068,neg
9882,neg
6301,neg
19344,neg
34907,neg
25491,neg
10782,neg
1245,neg
17438,neg
29362,neg
13210,neg
12354,neg
3905,neg
22544,neg
35333,neg
11237,neg
31757,neg
10365,neg
16087,neg
16309,neg
16742,neg
21074,neg
1648,neg
11373,neg
29284,neg
13375,neg
24600,pos
16563,neg
34694,neg
18011,neg
1228,neg
23076,neg
18529,neg
26382,neg
30708,neg
27337,neg
9876,neg
27925,neg
587,neg
31034,neg
18635,neg
14636,neg
20847,neg
15671,neg
32541,neg
34322,neg
14599,neg
10381,neg
2051,neg
12583,neg
20348,neg
10296,neg
31875,neg
27548,neg
23084,neg
5371,neg
27476,neg
7794,neg
16412,pos
24831,neg
6002,neg
18610,neg
29457,neg
11865,neg
25642,neg
19698,neg
33409,neg
5168,neg
2214,neg
17951,neg
12061,neg
19550,neg
33947,neg
29367,neg
6983,neg
27417,neg
25382,neg
423,pos
3852,neg
20054,neg
24670,neg
18576,neg
33511,neg
34089,neg
11959,neg
24625,neg
28467,neg
1068,neg
11926,neg
21995,neg
31783,neg
28846,neg
24928,neg
1339,neg
12420,neg
10298,neg
32741,neg
17217,neg
13080,neg
9676,neg
28000,neg
20128,neg
27911,neg
18600,neg
16821,neg
15519,neg
22667,neg
6842,neg
12614,neg
29618,neg
22409,neg
30454,neg
22430,neg
14805,neg
3945,neg
16000,neg
33057,neg
3185,neg
10218,neg
18395,neg
22407,neg
22408,neg
9889,neg
11371,neg
15241,neg
25062,neg
14064,neg
14642,neg
13166,neg
14989,neg
33204,neg
34498,neg
21764,neg
35977,neg
22322,neg
294,pos
29030,neg
32264,neg
25314,neg
21223,neg
13908,neg
21332,neg
14325,neg
28856,neg
34336,neg
22048,neg
33084,neg
32267,neg
3254,neg
1124,neg
4603,neg
32701,neg
1597,neg
10407,neg
2142,neg
3255,neg
13949,neg
7671,neg
7760,neg
10158,neg
1274,neg
11167,neg
6206,neg
5397,neg
2097,neg
33818,neg
28471,neg
13973,neg
13652,neg
31837,neg
26284,neg
5430,neg
10317,neg
5003,neg
17370,neg
11501,neg
25898,neg
18536,neg
7383,neg
24975,neg
2484,neg
31236,neg
28048,neg
3232,neg
31668,neg
32197,pos
31423,neg
4335,neg
17868,neg
29047,neg
22628,neg
27307,neg
12971,neg
12524,neg
2676,neg
6207,neg
13909,neg
2278,neg
9870,neg
4085,neg
27232,neg
934,neg
31090,neg
4994,neg
16186,neg
24312,neg
14236,neg
7279,neg
24518,neg
26663,neg
25431,neg
6761,neg
16211,neg
11312,neg
33205,neg
6551,neg
8199,neg
20675,neg
1047,neg
7841,neg
33563,neg
30103,neg
23682,neg
17527,neg
25908,pos
22929,neg
21853,neg
16357,neg
33443,neg
15504,neg
27738,neg
10916,neg
3405,neg
16992,neg
10438,neg
820,neg
33017,neg
20728,neg
10021,neg
20515,neg
7144,neg
30761,neg
1574,neg
27367,pos
9422,neg
28658,neg
27942,neg
22271,neg
18876,neg
7282,neg
27675,neg
19564,neg
21628,neg
2171,neg
29496,neg
6771,neg
13847,neg
23803,neg
22343,neg
31267,neg
7870,neg
31828,neg
3128,neg
16744,neg
28668,neg
29945,neg
8653,neg
9182,neg
8551,neg
7961,neg
29854,neg
864,neg
28415,neg
1297,neg
31191,neg
263,pos
14591,neg
35287,neg
29091,neg
17948,neg
30206,neg
27243,neg
16554,neg
8278,neg
14930,neg
33594,neg
10443,neg
6210,neg
27525,neg
3627,neg
19795,neg
31850,neg
15569,neg
17806,neg
6226,neg
21392,neg
29228,neg
20266,neg
27969,neg
33270,neg
5678,neg
14163,neg
14634,neg
20673,neg
22448,neg
5010,neg
26022,pos
30539,neg
33565,neg
20497,neg
9651,neg
10481,neg
18036,neg
31709,neg
35682,neg
28390,neg
25104,neg
18025,neg
2437,neg
27384,neg
8552,neg
3372,neg
413,pos
11585,neg
2920,neg
10803,neg
6417,neg
4333,neg
11537,neg
20574,neg
34896,neg
18312,neg
27275,neg
9995,neg
21815,neg
26087,neg
3563,neg
12546,neg
21808,pos
7146,neg
6177,neg
25819,neg
7789,neg
19268,neg
20718,neg
8105,neg
10974,neg
10168,neg
10295,neg
32368,neg
20030,neg
1144,neg
10854,neg
27435,neg
4547,neg
12821,neg
2632,neg
3386,neg
16029,neg
9462,neg
31211,neg
28721,neg
26390,neg
27396,neg
14522,neg
23418,neg
30380,neg
287,pos
8556,neg
246,pos
2925,neg
2250,neg
34099,neg
26566,neg
31430,neg
12535,neg
6084,neg
29643,neg
16966,neg
17946,neg
28910,neg
30957,neg
4160,neg
26396,neg
18179,neg
6466,neg
26872,neg
23295,neg
21370,neg
23984,neg
13241,neg
35407,neg
18388,neg
29648,neg
1288,neg
106,pos
12033,neg
29641,neg
3772,neg
18902,neg
22543,neg
15477,neg
3152,neg
27993,neg
20905,neg
33621,neg
5239,neg
10034,neg
26618,neg
484,neg
18741,neg
6532,neg
28355,neg
15198,neg
19298,neg
22099,neg
30082,neg
33816,neg
499,neg
23344,neg
1249,neg
32107,neg
4818,neg
30285,neg
24069,neg
11712,neg
9138,neg
25803,neg
4529,neg
32259,neg
28277,neg
18005,neg
27391,neg
4518,neg
25149,neg
5117,neg
23185,neg
14272,neg
31070,neg
23832,neg
22595,neg
26727,neg
28022,neg
7947,neg
29936,neg
7755,neg
23004,neg
24766,neg
10676,neg
5586,neg
34626,neg
10659,neg
14848,neg
32990,neg
27669,neg
12422,neg
4490,neg
28999,neg
20895,neg
20286,neg
24951,neg
23017,neg
6357,neg
28722,neg
11007,neg
10726,neg
15946,neg
26998,neg
17937,neg
5651,neg
24396,neg
4092,neg
1258,neg
35853,neg
12346,neg
20305,neg
24514,neg
24402,neg
3483,neg
17029,neg
2946,neg
3388,neg
34452,neg
4826,neg
25016,neg
12681,neg
4105,neg
28184,neg
28018,neg
29880,neg
26634,neg
29067,neg
34258,neg
35619,neg
5105,neg
21677,neg
26587,neg
7680,neg
20079,neg
2678,neg
17162,neg
8583,neg
7139,neg
32137,neg
25372,neg
34122,neg
17741,neg
23943,neg
11993,neg
7244,neg
32217,neg
10072,neg
26444,neg
23605,neg
23245,neg
7380,neg
